name,uid,old_name,duplicate of,needs invert,original uid,category,noun,preposition,who,what,where,when,which,lens,context,examples,terminology,source row,needs review,notes,source file,last modified,last modified by,created by,legacy uid,trash,created,name history,record_id,Analysis,Analysis 2
strength of digital TB status notification system,recJJboURBZxdRe0H,capacity to perform online notification,,,,state,strength,of,,digital TB status notification system,,,,digital,,,,148,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,0833d9b3-e142-48fb-8928-d83be3a33407,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
strength of digital TB status notification system

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
capacity to perform online notification",recJJboURBZxdRe0H,,
support given to quality improvement efforts | organization (any),recD6kc7aAiWNzad5,level of organizational buy-in to quality improvement initiatives,,,,resource,support given,to,organization (any),quality improvement efforts,,,,cultural, | organization (any),,,149,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,7087115c-1adb-43be-923f-18882543dcfd,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
support given to quality improvement efforts | organization (any)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of organizational buy-in to quality improvement initiatives",recD6kc7aAiWNzad5,,
,rectiT6poyjZAdppM,outpatient primary care setting,,,,,,,,,,,,,,,,150,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ee7e18ea-a296-41b3-978f-2797b4f7efe0,checked,10/6/2022 7:46am,,rectiT6poyjZAdppM,,
prioritization of stakeholder engagement,rec99toHpA0stRdKm,prioritization of capacity-building and partnerships with intermediaries and key stakeholders,,,,action/event,prioritization,of,,stakeholder engagement,,,,governmental/political,,,,151,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5e3042f3-1c51-40bc-9faa-a1d88b00edab,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
prioritization of stakeholder engagement

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
prioritization of capacity-building and partnerships with intermediaries and key stakeholders",rec99toHpA0stRdKm,,
practice of passive TB case identification,rec13vnP1SZAsRKaE,level of reliance on passive approach to identifying TB cases,,,,action/event,practice,of,,passive TB case identification,,,,social,,,,152,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,a7491bf3-431c-42e4-a175-bcbb34e60a7e,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of passive TB case identification

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of reliance on passive approach to identifying TB cases",rec13vnP1SZAsRKaE,,
preference for formal private providers,rechta8faYimMuHEf,likelihood of preference for formal private healthcare providers,,,,attitude,preference,for,,formal private providers,,,,individual/human,,,,153,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,231240da-3ed9-4bdf-9ab0-f7df5c7f9cca,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
preference for formal private providers

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of preference for formal private healthcare providers",rechta8faYimMuHEf,,
probability of TB presentation with abnormal chest X-ray,recduY6kNXEgJg55T,likelihood of presentation with abnormal chest X-ray,,,,action/event,probability,of,,TB presentation with abnormal chest X-ray,,,,individual/human,,,,154,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,e01907c4-16bf-491c-9f91-9d90ac40b445,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of TB presentation with abnormal chest X-ray

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of presentation with abnormal chest X-ray",recduY6kNXEgJg55T,,
probability of TB presentation with extrapulmonary symptoms,recxp1VkVdWuifbIs,likelihood of presentation with extrapulmonary symptoms,,,,action/event,probability,of,,TB presentation with extrapulmonary symptoms,,,,individual/human,,,,155,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,865b89ba-bfb4-4e51-ba90-44c53219610a,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of TB presentation with extrapulmonary symptoms

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of presentation with extrapulmonary symptoms",recxp1VkVdWuifbIs,,
probability of TB presentation with positive cultured sputum test,rec1jBDdNjKDHOFwL,likelihood of presentation with positive cultured sputum test,,,,action/event,probability,of,,TB presentation with positive cultured sputum test,,,,individual/human,,,,156,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,fa466816-4d92-4a4d-9c35-d93973c22e9b,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of TB presentation with positive cultured sputum test

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of presentation with positive cultured sputum test",rec1jBDdNjKDHOFwL,,
instances of patient visits,rec9tIgvELdhbfC7U,number of patient visits,,,,action/event,instances,of,,patient visits,,,,social,,,,157,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,e54fe699-28a3-46df-aaf8-1a17a3740d1b,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
instances of patient visits

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
number of patient visits",rec9tIgvELdhbfC7U,,
practice of patient-centered care,recVFNWgW3X0PrDWy,level of patient-centering in healthcare,,,,action/event,practice,of,,patient-centered care,,,,cultural,,,,158,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f5a4a7ea-155f-462e-b888-4005e45cdb88,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of patient-centered care

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of patient-centering in healthcare",recVFNWgW3X0PrDWy,,
capacity to afford treatment,recVr2cgEe8sdu815,ability to afford treatment,,,,power,capacity,to,,afford treatment,,,,financial,,,,159,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,7c0827f6-a1c9-478e-88f3-c6ef011f4867,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
capacity to afford treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
ability to afford treatment",recVr2cgEe8sdu815,,
ability to recognize TB symptoms,recwG7zxFSBLuQA38,ability to recognize TB symptoms,,,,power,ability,to,,recognize TB symptoms,,,,individual/human,,,,160,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,2f797023-ddab-4aa1-ac75-0362453ce761,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
ability to recognize TB symptoms

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
ability to recognize TB symptoms",recwG7zxFSBLuQA38,,
capacity to work,rec7Uns5Zd9J9ER4T,ability to work,,,,power,capacity,to,,work,,,,individual/human,,,,161,,,AESOP_12_articles,2/28/2023 1:40pm,L Fahn-Lai,L Fahn-Lai,fb160b98-79bc-41cf-a9ed-bd3d3231da04,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
capacity to work

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
ability to work",rec7Uns5Zd9J9ER4T,recqrpkqY5Ymmli4X,recm1YDEkODB8WtKQ
acceptance of Directly Observed Treatment Short Course | 'DOTS',recRL2SdvqBYosVGX,acceptance of DOTS,,,,attitude,acceptance,of,,Directly Observed Treatment Short Course,,,,individual/human, | 'DOTS',,DOTS,162,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ba6d4bf7-81dd-42fd-8679-bc7c1bfe2552,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
acceptance of Directly Observed Treatment Short Course | 'DOTS'

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
acceptance of DOTS",recRL2SdvqBYosVGX,,
familiarity with TB,recP3FE7tCo34drQW,familiarity with TB,,,,knowledge,familiarity,with,,TB,,,,individual/human,,,,163,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f32cf4fd-0d19-40d6-a596-234ab388e7a8,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
familiarity with TB

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
familiarity with TB",recP3FE7tCo34drQW,,
awareness of TB status,recRsbSHQo4AQrdc4,awareness of TB status,,,,knowledge,awareness,of,,TB status,,,,individual/human,,,,164,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c810cc3c-4bd9-4420-8b6b-c614fa84b8fe,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of TB status

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of TB status",recRsbSHQo4AQrdc4,,
awareness of availability of free public TB treatment,recfb2juwkyoULfkn,awareness of the availability of free TB treatment from public healthcare providers,,,,knowledge,awareness,of,,availability of free public TB treatment,,,,individual/human,,,,165,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,3bb410f2-f1a0-4454-94fa-8e7c3b6f7da4,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of availability of free public TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of the availability of free TB treatment from public healthcare providers",recfb2juwkyoULfkn,,
probability of coinfection with HIV,recy28e82lxaV8Sll,likelihood of coinfection with HIV,,,,action/event,probability,of,,coinfection with HIV,,,,individual/human,,,,166,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,63e1a826-9913-441a-ac7e-264ff3a523d1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of coinfection with HIV

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of coinfection with HIV",recy28e82lxaV8Sll,,
debt,recXqXsdQ5NaAyGU0,amount of debt,,,,money,debt,,,,,,,financial,,,,167,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,272f6044-d072-403d-a2fe-630cd80595f5,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
debt

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
amount of debt",recXqXsdQ5NaAyGU0,,
familiarity with options for private healthcare,recrA3AZLJhZtqvGb,familiarity with options among private healthcare providers,,,,knowledge,familiarity,with,,options for private healthcare,,,,individual/human,,,,168,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,33ef55d1-3d3a-4b13-91ec-8251138bc473,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
familiarity with options for private healthcare

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
familiarity with options among private healthcare providers",recrA3AZLJhZtqvGb,,
level of financial security,rec3LOGOsixN86XjC,level of financial security,,,,state,level,of,,financial security,,,,financial,,,,169,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,23965ccc-95e5-4dac-a526-c2bf57d9c5ec,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of financial security

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of financial security",rec3LOGOsixN86XjC,,
level of food security,recn4nyhsTg9XjA2y,level of food security,,,,state,level,of,,food security,,,,individual/human,,,,170,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,9321e0bf-c9d3-4630-9e7d-d98527c4b64f,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of food security

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of food security",recn4nyhsTg9XjA2y,,
level of housing security,recNge7xeeuY9Ya2h,level of housing security,,,,state,level,of,,housing security,,,,individual/human,,,,171,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5045bcf1-d53a-4939-8f33-a11fb81a77ad,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of housing security

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of housing security",recNge7xeeuY9Ya2h,,
level of impoverishment,recqTIivbBLR7q3ag,level of impoverishment,,,,state,level,of,,impoverishment,,,,individual/human,,,,172,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,480a74a3-05f6-4710-a462-b344222da9e3,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of impoverishment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of impoverishment",recqTIivbBLR7q3ag,,
probability of infection with extrapulmonary TB | 'EPTB',recq8x0hKSPPpzggx,likelihood of infection with extrapulmonary TB (EPTB),,,,action/event,probability,of,,infection with extrapulmonary TB,,,,individual/human, | 'EPTB',,EPTB,173,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4494a3c7-6604-4f23-aa71-5b2e599b6638,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of infection with extrapulmonary TB | 'EPTB'

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of infection with extrapulmonary TB (EPTB)",recq8x0hKSPPpzggx,,
probability of infection with sputum-negative pulmonary TB,rec5EgUdjBYCDkuAb,likelihood of infection with sputum-negative pulmonary TB,,,,action/event,probability,of,,infection with sputum-negative pulmonary TB,,,,individual/human,,,,174,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,25467acd-657b-4ff1-ba08-7e64f5d22a70,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of infection with sputum-negative pulmonary TB

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of infection with sputum-negative pulmonary TB",rec5EgUdjBYCDkuAb,,
level of education,reczq7sgHHj41btrx,level of education,,,,state,level,of,,education,,,,individual/human,,,,175,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,adf59494-9cf2-4b27-b8c2-f37c8aaa9176,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of education

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of education",reczq7sgHHj41btrx,,
probability of liquidating financial assets,recySypE4qBYKcqpZ,likelihood of liquidating financial assets,,,,action/event,probability,of,,liquidating financial assets,,,,financial,,,,176,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,914e6511-8c39-4584-a109-a60f7fe653a1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of liquidating financial assets

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of liquidating financial assets",recySypE4qBYKcqpZ,,
probability of liquidating physical assets,recalVi8nQduyzYK7,likelihood of liquidating physical assets,,,,action/event,probability,of,,liquidating physical assets,,,,manufactured,,,,177,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,1a9ca1c7-31e2-4359-927b-f6545379eeef,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of liquidating physical assets

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of liquidating physical assets",recalVi8nQduyzYK7,,
cost of lost income,recRWh5yH7k1lBUlC,cost of income loss,,,,money,cost,of,,lost income,,,,financial,,,,178,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c17d692d-7306-4dce-b384-9b5141c7f34c,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of lost income

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of income loss",recRWh5yH7k1lBUlC,,
cost of unemployment,recInXbcIx5XRF4yB,cost of job loss,,,,money,cost,of,,unemployment,,,,financial,,,,179,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,6e6e53d8-db38-4239-ada3-78667ba37db3,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of unemployment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of job loss",recInXbcIx5XRF4yB,,
cost of lost savings,rec5acQjeG7wadWhQ,cost of savings loss,,,,money,cost,of,,lost savings,,,,financial,,,,180,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4b5920e2-a725-4a41-bddd-81048443679d,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of lost savings

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of savings loss",rec5acQjeG7wadWhQ,,
level of social marginalization,recQEr5K2PEiryzNE,patient's membership in Scheduled Caste (socially deprived group),,,,state,level,of,,social marginalization,,,,individual/human,,membership in Indian Scheduled Caste,,181,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,de3672bf-551a-407e-aeec-5b12fa841128,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of social marginalization

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
patient's membership in Scheduled Caste (socially deprived group)",recQEr5K2PEiryzNE,,
dependence on caregiver,recPBBnp2gZjh9GzQ,need of patient for a caretaker/guardian,,,,power,dependence,on,,caregiver,,,,social,,,,182,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,8730e760-4e25-40a0-a6ef-45ef4a4c9e32,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
dependence on caregiver

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
need of patient for a caretaker/guardian",recPBBnp2gZjh9GzQ,,
,recwvPcgbIPL4byWk,cost of patient's Out-Of-Pocket healthcare expenditure (OOP),spending on healthcare | out-of-pocket,,recvdCE10LF336M9G,,,,,,,,,,,,,183,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,277fc8ca-224c-4c10-b77b-7faa2128de44,,10/6/2022 7:46am,,recwvPcgbIPL4byWk,,
,recawwhJMbpUQE1hb,recognizability of TB symptoms in patient presentation,ability to recognize TB symptoms,,recwG7zxFSBLuQA38,,,,,,,,,,,,,184,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,2603a252-bce0-49e2-ae23-967c16b5ca16,,10/6/2022 7:46am,,recawwhJMbpUQE1hb,,
,recU9rRw8PS1sMISv,level of productivity,level of productivity,,recR2uR3jnCyDCFl5,,,,,,,,,,,,,185,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,0180aa9e-5889-445c-9764-be9a11a62846,,10/6/2022 7:46am,,recU9rRw8PS1sMISv,,
level of self-efficacy,recTuJohniZjSZYib,level of self-efficacy,,,,state,level,of,,self-efficacy,,,,individual/human,,,,186,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,da67668b-0a1f-4c3a-993e-4cb8590ccb35,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of self-efficacy

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of self-efficacy",recTuJohniZjSZYib,,
level of self-reliance,recA0pfFo6HOqAObl,level of self-reliance,,,,state,level,of,,self-reliance,,,,individual/human,,,,187,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f28fa478-06bd-4583-917d-7ff260c6296a,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of self-reliance

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of self-reliance",recA0pfFo6HOqAObl,,
,recbB2vHsbx9AU8YZ,level of social exclusion,level of social marginalization,,recQEr5K2PEiryzNE,,,,,,,,,,,,,188,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,a97a3c9f-f877-4a57-8323-5de79823a898,,10/6/2022 7:46am,,recbB2vHsbx9AU8YZ,,
trust in private provider,recLKYMsEmasfxEHX,level of trust in private healthcare provider,,,,attitude,trust,in,,private provider,,,,cultural,,,,189,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,38729fcd-b3c3-43ed-854e-8017214756e1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
trust in private provider

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of trust in private healthcare provider",recLKYMsEmasfxEHX,,
support received from peers | navigating healthcare,recjPwJdodiWAspdS,access to peer assistance in navigating healthcare,,,,resource,support received,from,,peers,,,navigating healthcare,social, | navigating healthcare,,,190,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,2cf2edd7-f0de-4476-b7f6-db8d1c5e75b7,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
support received from peers | navigating healthcare

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to peer assistance in navigating healthcare",recjPwJdodiWAspdS,,
,recQhZv4codYnGizO,perceived quality of care from public healthcare provider,opinion of public provider,,recYf05lZQzB7fzho,,,,,,,,,,,,,191,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,955c5158-a544-4e44-b7d4-cb12e8d799e2,,10/6/2022 7:46am,,recQhZv4codYnGizO,,
opinion of medication from public provider,rectNj7oq7pG2NIay,perceived quality of medication from public healthcare provider,,,,attitude,opinion,of,,medication from public provider,,,,cultural,,,,192,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4e405c95-cdcf-4aa3-99bf-0364ae84fa7a,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
opinion of medication from public provider

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perceived quality of medication from public healthcare provider",rectNj7oq7pG2NIay,,
perception of severity of illness | provider (any),recIcsHj2vqYqarJu,perceived severity of illness,,,,experience,perception,of,provider (any),severity of illness,,,,individual/human, | provider (any),,,193,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,3d3c769c-5c9e-4779-bc37-658072154e09,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perception of severity of illness | provider (any)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perceived severity of illness",recIcsHj2vqYqarJu,,
perception of specificity of sputum TB test | provider (any),recplaC93CEtHdrBP,perceived specificity of sputum TB test,,,,experience,perception,of,provider (any),specificity of sputum TB test,,,,individual/human, | provider (any),,,194,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,912bd923-0671-485d-ab0c-f2dd0e1d799d,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perception of specificity of sputum TB test | provider (any)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perceived specificity of sputum TB test",recplaC93CEtHdrBP,,
perception of speed of chest X-rays | provider (any),recDTwzI092LBGmrO,perceived speed of chest x-rays,,,,experience,perception,of,provider (any),speed of chest X-rays,,,,individual/human, | provider (any),,,195,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,47a86b40-75cb-4fbe-8286-aa154c30f3ff,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perception of speed of chest X-rays | provider (any)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perceived speed of chest x-rays",recDTwzI092LBGmrO,,
instances of positive interaction with public provider,recZWHlJzHamWawOg,positive experiences with private healthcare providers,,,,action/event,instances,of,,positive interaction with public provider,,,,social,,,,196,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,94963de2-2acd-4e63-afc3-1bf6429dda9d,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
instances of positive interaction with public provider

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
positive experiences with private healthcare providers",recZWHlJzHamWawOg,,
opinion of private provider,recHF5hPezWV3EVSD,positive perception of private healthcare provider,,,,attitude,opinion,of,,private provider,,,,cultural,,,,197,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,b2ce6854-693d-47d6-b7d0-3aacd38d15ab,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
opinion of private provider

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
positive perception of private healthcare provider",recHF5hPezWV3EVSD,,
